상가업소번호,상호명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,지번주소,도로명코드,도로명,도로명주소,구우편번호,신우편번호,경도,위도,시,구,동,그외주소,구_동,학교,술집,노래방,다른 포토부스 개수,Closest_Location_1,Closest_Location_2,Closest_Location_3,Fee_1,Fee_2,Fee_3,distance_1,distance_2,distance_3,estimated_fee
MA010120220803230817,인생네컷,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11410,서대문구,11410700,남가좌2동,1141012000,남가좌동,1141012000103240019,서울특별시 서대문구 남가좌동 324-19,114103112003,서울특별시 서대문구 거북골로,서울특별시 서대문구 거북골로 25-1,120806,3665,126.924586844693,37.5798447868258,서울특별시,서대문구,남가좌동,324-19,서대문구 남가좌동,57,68,22,0,동교/연남,망원역,신촌/이대,51.8,41.4,47.5,4691.055062584784,4995.96857299608,7580.4310493611765,46.89836104145525
MA010120220803367048,포토그레이,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11590,동작구,11590605,흑석동,1159010500,흑석동,1159010500101900025,서울특별시 동작구 흑석동 190-25,115903119010,서울특별시 동작구 흑석로,서울특별시 동작구 흑석로 83-2,156861,6910,126.9589048055,37.5072580418984,서울특별시,동작구,흑석동,190-25,동작구 흑석동,45,77,13,0,노량진,용산역,서울대입구역,26.4,34.1,60.6,7797.655306512466,6028.925480985526,8392.639191674538,39.84633905079876
MA010120220803755907,우리동네사진관,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11650,서초구,11650531,서초4동,1165010800,서초동,1165010800113170003,서울특별시 서초구 서초동 1317-3,116504163028,서울특별시 서초구 강남대로61길,서울특별시 서초구 강남대로61길 7,137856,6615,127.025925491814,37.4990264412028,서울특별시,서초구,서초동,1317-3,서초구 서초동,34,487,77,0,강남대로,교대역,논현역,86.3,41.0,66.1,9550.885444345713,8109.441899794968,8131.997915560292,63.85585785892018
MA010120220804023571,스튜디오밥,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73302,상업용 사진 촬영업,11650,서초구,11650540,잠원동,1165010600,잠원동,1165010600100140017,서울특별시 서초구 잠원동 14-17,116503121002,서울특별시 서초구 나루터로,서울특별시 서초구 나루터로 73,137902,6525,127.01779044609,37.5157006478671,서울특별시,서초구,잠원동,14-17,서초구 잠원동,17,318,58,1,신사역,논현역,압구정,71.4,66.1,50.6,7576.477667481451,6183.173948285835,6195.33122466161,62.39995866674977
MA010120220804247154,한양스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73303,사진 처리업,11710,송파구,11710562,방이2동,1171011100,방이동,1171011100101110010,서울특별시 송파구 방이동 111-10,117104169380,서울특별시 송파구 오금로19길,서울특별시 송파구 오금로19길 17,138830,5641,127.113926641524,37.5112798957276,서울특별시,송파구,방이동,111-10,송파구 방이동,30,259,89,0,잠실/송파,가락시장,잠실새내역,34.3,30.7,32.5,14033.49447347001,13388.807022708706,11357.582768141938,32.48503815272551
MA010120220804204434,하루필름,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100106170004,서울특별시 강남구 역삼동 617-4,116804166003,서울특별시 강남구 강남대로102길,서울특별시 강남구 강남대로102길 31,135907,6124,127.027727702677,37.503078013327,서울특별시,강남구,역삼동,617-4,강남구 역삼동,24,564,88,0,강남대로,논현역,교대역,86.3,66.1,41.0,9226.744108354633,7831.352322151961,7721.060603965364,63.79969012384979
MA010120220804368696,수상한사진관,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11350,노원구,11350640,상계2동,1135010500,상계동,1135010500106020010,서울특별시 노원구 상계동 602-10,113504130277,서울특별시 노원구 상계로1길,서울특별시 노원구 상계로1길 14-33,139821,1693,127.062080185619,37.6571011171705,서울특별시,노원구,상계동,602-10,노원구 상계동,58,234,93,0,상계역,수유,미아사거리,26.2,37.0,37.5,11702.372100378021,13223.596011374346,10601.70056619314,33.55409110570421
MA010120220804453971,엘스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100107050025,서울특별시 강남구 역삼동 705-25,116803122006,서울특별시 강남구 선릉로,서울특별시 강남구 선릉로 513,135922,6150,127.048284129509,37.5052727963886,서울특별시,강남구,역삼동,705-25,강남구 역삼동,43,294,62,0,테헤란로,논현역,청담,69.8,66.1,63.0,10034.534831734929,8856.709170381424,8067.400596634885,66.1752328203397
MA010120220804371189,뉴페이스스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11350,노원구,11350720,상계10동,1135010500,상계동,1135010500106930000,서울특별시 노원구 상계동 693,113503000001,서울특별시 노원구 동일로,서울특별시 노원구 동일로 1426,139827,1694,127.060530750824,37.655944474372,서울특별시,노원구,상계동,693,노원구 상계동,54,219,93,0,상계역,수유,미아사거리,26.2,37.0,37.5,11516.290873180134,13039.79047912556,10426.739540721786,33.55315841630335
MA010120220805369637,인생네컷,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11500,강서구,11500560,화곡3동,1150010300,화곡동,1150010300110650001,서울특별시 강서구 화곡동 1065-1,115004145505,서울특별시 강서구 화곡로25길,서울특별시 강서구 화곡로25길 2,157924,7714,126.838484138521,37.5413748231096,서울특별시,강서구,화곡동,1065-1,강서구 화곡동,35,142,81,0,화곡,목동,오류동역,28.7,35.1,47.1,12865.31625003882,12267.841460292335,15485.285241585,36.62612794363786
MA010120220805421676,하루필름,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11200,성동구,11200690,성수2가3동,1120011500,성수동2가,1120011500103020036,서울특별시 성동구 성수동2가 302-36,112004109413,서울특별시 성동구 연무장길,서울특별시 성동구 연무장길 17,133835,4782,127.05139369846,37.5437547451364,서울특별시,성동구,성수동2가,302-36,성동구 성수동2가,38,267,61,0,건대입구,청담,뚝섬,46.7,63.0,51.0,7444.9758576629865,6958.031570650295,4776.3917169877595,53.50785725950477
MA0101202209A0043199,포토시그니처,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11215,광진구,11215850,구의1동,1121510300,구의동,1121510300102520035,서울특별시 광진구 구의동 252-35,112154112421,서울특별시 광진구 자양로18길,서울특별시 광진구 자양로18길 15,143826,5043,127.084273711972,37.5376799075177,서울특별시,광진구,구의동,252-35,광진구 구의동,69,166,97,0,건대입구,군자,뚝섬,46.7,32.1,51.0,10348.813548504928,9939.843086100724,7564.153853109147,43.57126545790351
MA0101202209A0076709,하루필름,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103960032,서울특별시 마포구 서교동 396-32,114404139430,서울특별시 마포구 양화로6길,서울특별시 마포구 양화로6길 45,121840,4047,126.916792353131,37.5489400249656,서울특별시,마포구,서교동,396-32,마포구 서교동,36,784,60,0,홍대/합정,망원역,동교/연남,56.7,41.4,51.8,6141.5273123576235,5315.926314488096,8571.005011697891,49.67890885151898
MA0101202209A0082576,그믐달셀프스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11350,노원구,11350640,상계2동,1135010500,상계동,1135010500106160004,서울특별시 노원구 상계동 616-4,113504130088,서울특별시 노원구 노해로81길,서울특별시 노원구 노해로81길 16,139821,1695,127.062846686707,37.655629513668,서울특별시,노원구,상계동,616-4,노원구 상계동,55,227,92,1,상계역,수유,미아사거리,26.2,37.0,37.5,11620.948989440016,13130.553418144958,10485.099560431261,33.55651669838792
MA0101202307A0073104,포토이즘박스,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11530,구로구,11530560,구로5동,1153010200,구로동,1153010200100260000,서울특별시 구로구 구로동 26,115303116007,서울특별시 구로구 새말로,서울특별시 구로구 새말로 102,152770,8289,126.891391372165,37.5057696736943,서울특별시,구로구,구로동,26,구로구 구로동,28,200,52,0,영등포역,독산/시흥,당산역,34.1,31.2,37.1,10886.949649126203,9552.343067609845,12727.344060800016,33.99200633068968
MA0101202308A0023025,픽닷,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11410,서대문구,11410585,신촌동,1141011200,대현동,1141011200100560076,서울특별시 서대문구 대현동 56-76,114104136322,서울특별시 서대문구 이화여대길,서울특별시 서대문구 이화여대길 37,120808,3766,126.945570522112,37.5586254178815,서울특별시,서대문구,대현동,56-76,서대문구 대현동,105,274,59,0,신촌/이대,공덕역,동교/연남,47.5,60.6,51.8,3410.932946844734,2634.0435602968328,5833.8749982877325,53.69169214274255
MA010120220813084409,포토이즘박스,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11350,노원구,11350640,상계2동,1135010500,상계동,1135010500106170000,서울특별시 노원구 상계동 617,113503110003,서울특별시 노원구 상계로,서울특별시 노원구 상계로 64,139821,1695,127.062255380977,37.6557870006375,서울특별시,노원구,상계동,617,노원구 상계동,53,226,92,0,상계역,수유,미아사거리,26.2,37.0,37.5,11600.495369014827,13114.060132700317,10477.50697615081,33.55559194381955
MA0101202305A0098834,포토이즘박스,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11140,중구,11140605,을지로동,1114015500,을지로3가,1114015500103200003,서울특별시 중구 을지로3가 320-3,111404103316,서울특별시 중구 충무로5길,서울특별시 중구 충무로5길 19,100846,4550,126.9916146558,37.5652718896764,서울특별시,중구,을지로3가,320-3,중구 을지로3가,42,691,71,0,충무로,명동,을지로,53.4,140.4,57.3,1721.8898254322319,1553.74185587501,1725.8443681939611,84.6635545294439
MA010120220813333956,포토이즘박스,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11560,영등포구,11560535,영등포동,1156010400,영등포동3가,1156010400100130011,서울특별시 영등포구 영등포동3가 13-11,115604154728,서울특별시 영등포구 영등포로50길,서울특별시 영등포구 영등포로50길 11,150030,7303,126.909390393585,37.5179121117548,서울특별시,영등포구,영등포동3가,13-11,영등포구 영등포동3가,47,204,91,0,영등포역,당산역,홍대/합정,34.1,37.1,56.7,8813.23730406283,7467.628826427082,10653.399452881105,42.014592723907924
MA0101202211A0009262,시안사진관,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11215,광진구,11215847,자양4동,1121510500,자양동,1121510500100070009,서울특별시 광진구 자양동 7-9,112154112196,서울특별시 광진구 동일로20길,서울특별시 광진구 동일로20길 91,143841,5073,127.068652368184,37.5399995885681,서울특별시,광진구,자양동,7-9,광진구 자양동,48,422,138,0,건대입구,뚝섬,군자,46.7,51.0,32.1,8990.462297104168,8539.188903791268,6251.706260353328,42.697041315949996
MA010120220803948622,코닥사진관,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11305,강북구,11305555,송천동,1130510100,미아동,1130510100100600005,서울특별시 강북구 미아동 60-5,113053005039,서울특별시 강북구 도봉로,서울특별시 강북구 도봉로 45,142724,1211,127.029434059876,37.6131368345599,서울특별시,강북구,미아동,60-5,강북구 미아동,56,162,50,0,미아사거리,성신여대,청량리,37.5,53.3,40.6,6172.910022989743,7592.132569700236,4975.501928253295,43.33805184055466
MA0101202305A0042528,포토시그니처,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11140,중구,11140550,명동,1114012500,충무로2가,1114012500100650017,서울특별시 중구 충무로2가 65-17,111404103160,서울특별시 중구 명동8가길,서울특별시 중구 명동8가길 8,100861,4536,126.985473633658,37.5615340127774,서울특별시,중구,충무로2가,65-17,중구 충무로2가,36,557,71,0,명동,충무로,시청,140.4,53.4,87.6,1748.6713003258278,912.3487338062195,2391.6755598438767,90.85099934044017
MA010120220804016835,이음스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11680,강남구,11680565,청담동,1168010400,청담동,1168010400100180012,서울특별시 강남구 청담동 18-12,116804166293,서울특별시 강남구 도산대로66길,서울특별시 강남구 도산대로66길 30,135949,6064,127.043890326075,37.5216545179802,서울특별시,강남구,청담동,18-12,강남구 청담동,33,512,24,0,청담,도산대로,논현역,63.0,45.5,66.1,8411.81726220214,7402.886754222614,6269.1967293707985,58.29312858279374
MA010120220813736635,봄스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73302,상업용 사진 촬영업,11305,강북구,11305645,우이동,1130510400,우이동,1130510400100560001,서울특별시 강북구 우이동 56-1,113054124201,서울특별시 강북구 삼양로155가길,서울특별시 강북구 삼양로155가길 30,142892,1005,127.012925243492,37.6572586744871,서울특별시,강북구,우이동,56-1,강북구 우이동,17,22,16,0,수유,미아사거리,상계역,37.0,37.5,26.2,9552.74124032607,11295.60064472754,9561.622130044865,33.455028513576245
MA010120220800030640,사진관,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11110,종로구,11110600,가회동,1111014800,계동,1111014800101330006,서울특별시 종로구 계동 133-6,111104100014,서울특별시 종로구 계동길,서울특별시 종로구 계동길 84-3,110801,3057,126.986835981615,37.5812875277208,서울특별시,종로구,계동,133-6,종로구 계동,73,147,9,0,종로,광화문,시청,68.0,83.2,87.6,1018.2927946700266,2573.9883670790127,2312.2046643097287,78.24917966714489
MA010120220803731446,포토클럽,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11215,광진구,11215870,구의3동,1121510300,구의동,1121510300105460004,서울특별시 광진구 구의동 546-4,112154112040,서울특별시 광진구 광나루로56길,서울특별시 광진구 광나루로56길 85,143721,5116,127.095680669092,37.53571340911,서울특별시,광진구,구의동,546-4,광진구 구의동,33,81,46,0,잠실새내역,군자,건대입구,32.5,32.1,46.7,11359.659008331502,10970.655232239884,8554.88548050643,37.504413881280726
MA0101202303A0018227,하루필름,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11290,성북구,11290575,동선동,1129011600,동선동1가,1129011600100850097,서울특별시 성북구 동선동1가 85-97,112904121096,서울특별시 성북구 동소문로22길,서울특별시 성북구 동소문로22길 31,136051,2845,127.018106861751,37.5916344429016,서울특별시,성북구,동선동1가,85-97,성북구 동선동1가,76,207,52,0,성신여대,혜화동,미아사거리,53.3,51.4,37.5,3989.832474507627,5159.430256193009,2391.932393732686,46.51198096447486
MA0101202212C0017895,스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11440,마포구,11440710,연남동,1144012400,연남동,1144012400104870351,서울특별시 마포구 연남동 487-351,114404139110,서울특별시 마포구 동교로23길,서울특별시 마포구 동교로23길 98-7,121868,3986,126.917937309868,37.5597629882005,서울특별시,마포구,연남동,487-351,마포구 연남동,49,638,70,0,동교/연남,망원역,홍대/합정,51.8,41.4,56.7,5557.239393240684,5071.315844875702,8205.08374027982,49.38282931869186
MA0101202308A0026197,이음스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73302,상업용 사진 촬영업,11740,강동구,11740640,성내1동,1174010800,성내동,1174010800105350000,서울특별시 강동구 성내동 535,117404172169,서울특별시 강동구 성내로5길,서울특별시 강동구 성내로5길 30,134850,5397,127.123988732227,37.5310610890775,서울특별시,강동구,성내동,535,강동구 성내동,28,203,55,0,천호,잠실/송파,가락시장,56.1,34.3,30.7,13872.277400148552,13523.291219845509,11035.6075262215,39.982365066978204
MA010120220806754291,나인포토,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11590,동작구,11590510,노량진1동,1159010100,노량진동,1159010100101190144,서울특별시 동작구 노량진동 119-144,115903119002,서울특별시 동작구 만양로,서울특별시 동작구 만양로 90-1,156801,6913,126.944480481845,37.5115091167124,서울특별시,동작구,노량진동,119-144,동작구 노량진동,27,96,49,0,노량진,용산역,서울대입구역,26.4,34.1,60.6,7722.654178153082,6031.291716338184,8777.083955880182,39.65800323356742
MA0101202311A0094948,코즈닉스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11200,성동구,11200540,마장동,1120010500,마장동,1120010500105180014,서울특별시 성동구 마장동 518-14,112003005030,서울특별시 성동구 고산자로,서울특별시 성동구 고산자로 308,133814,4749,127.037016886441,37.567029561404,서울특별시,성동구,마장동,518-14,성동구 마장동,42,193,62,0,왕십리,청량리,동대문,45.0,40.6,48.0,5352.973371212488,5505.613749939049,2456.047447457995,44.93300866691072
MA0101202210A0039773,포토이즘컬러드,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450057,서울특별시 동대문구 회기동 45-57,112303105020,서울특별시 동대문구 회기로,서울특별시 동대문구 회기로 161,130872,2452,127.054001040481,37.5908283177483,서울특별시,동대문구,회기동,45-57,동대문구 회기동,73,215,53,0,경희대,청량리,미아사거리,46.7,40.6,37.5,6959.051972672907,7746.862410713248,4481.357746426628,41.355808542606496
MA0101202301A0030431,시안사진관,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11350,노원구,11350720,상계10동,1135010500,상계동,1135010500106930000,서울특별시 노원구 상계동 693,113503000001,서울특별시 노원구 동일로,서울특별시 노원구 동일로 1426,139827,1694,127.06053041027,37.6559715026737,서울특별시,노원구,상계동,693,노원구 상계동,54,219,93,0,상계역,수유,미아사거리,26.2,37.0,37.5,11518.584015016257,13042.222793184783,10429.434115676899,33.55313188988365
MA010120220808318898,포토그레이,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11305,강북구,11305635,수유3동,1130510300,수유동,1130510300102240002,서울특별시 강북구 수유동 224-2,113054124141,서울특별시 강북구 도봉로87길,서울특별시 강북구 도봉로87길 31,142878,1072,127.024057029247,37.6388891432512,서울특별시,강북구,수유동,224-2,강북구 수유동,30,292,173,0,수유,미아사거리,성신여대,37.0,37.5,53.3,8107.6228060572685,9757.912195480467,7624.6629464511525,42.86645823644761
MA010120220804379541,사진촬영업,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11350,노원구,11350595,공릉1동,1135010300,공릉동,1135010300106330004,서울특별시 노원구 공릉동 633-4,113503005050,서울특별시 노원구 공릉로,서울특별시 노원구 공릉로 105-1,139808,1849,127.077750866035,37.6197955766281,서울특별시,노원구,공릉동,633-4,노원구 공릉동,38,152,71,0,상봉역,경희대,상계역,46.5,46.7,26.2,10105.466639794715,11220.262871976882,8078.905802606623,39.20054822971097
MA0101202210A0093758,모노맨션,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11680,강남구,11680545,압구정동,1168010700,신사동,1168010700106420028,서울특별시 강남구 신사동 642-28,116804166525,서울특별시 강남구 압구정로48길,서울특별시 강남구 압구정로48길 38,135896,6017,127.036855081837,37.5259494365355,서울특별시,강남구,신사동,642-28,강남구 신사동,41,522,24,0,도산대로,청담,압구정,45.5,63.0,50.6,7637.286527912646,6620.07297270391,5560.805027192774,53.16163625398708
MA010120220808144758,포토이즘컬러드,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100106190003,서울특별시 강남구 역삼동 619-3,116804166003,서울특별시 강남구 강남대로102길,서울특별시 강남구 강남대로102길 16,135908,6128,127.027163577727,37.5021002299312,서울특별시,강남구,역삼동,619-3,강남구 역삼동,29,566,89,1,강남대로,교대역,논현역,86.3,41.0,66.1,9298.367187330385,7890.08865288857,7817.284714401785,63.8542372626621
MA010120220800011000,포토클럽,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11170,용산구,11170530,남영동,1117010500,남영동,1117010500100180002,서울특별시 용산구 남영동 18-2,111702005005,서울특별시 용산구 한강대로,서울특별시 용산구 한강대로 298,140160,4352,126.972357480195,37.5448774241735,서울특별시,용산구,남영동,18-2,용산구 남영동,68,178,36,0,숙명여대,남대문,용산역,43.6,64.3,34.1,3477.297047475132,1696.6673119135328,4403.258038560085,49.550307100060024
MA0101202311A0018073,라이트하우스,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11620,관악구,11620745,삼성동,1162010200,신림동,1162010200103060006,서울특별시 관악구 신림동 306-6,116204160759,서울특별시 관악구 호암로18가길,서울특별시 관악구 호암로18가길 1,151929,8821,126.932434093207,37.465420287636,서울특별시,관악구,신림동,306-6,관악구 신림동,36,86,23,0,신림역,서울대입구역,독산/시흥,70.9,60.6,31.2,12896.388425083212,11159.198479612915,13577.75446727074,54.588792608484795
MA0101202303A0093381,모노맨션,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11740,강동구,11740610,천호2동,1174010900,천호동,1174010900104540064,서울특별시 강동구 천호동 454-64,117404172367,서울특별시 강동구 천호대로157길,서울특별시 강동구 천호대로157길 17,134874,5329,127.126955748927,37.5385978692864,서울특별시,강동구,천호동,454-64,강동구 천호동,27,238,64,0,천호,잠실/송파,잠실새내역,56.1,34.3,32.5,13843.628275470088,13606.953796791586,10972.44264025705,40.62979571802305
MA010120220808605966,포토이즘컬러드,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11215,광진구,11215710,화양동,1121510700,화양동,1121510700100480023,서울특별시 광진구 화양동 48-23,112154112312,서울특별시 광진구 아차산로25길,서울특별시 광진구 아차산로25길 8,143917,5019,127.066729065932,37.5417865066894,서울특별시,광진구,화양동,48-23,광진구 화양동,42,453,142,0,건대입구,군자,뚝섬,46.7,32.1,51.0,8750.682476290494,8324.77235088092,6000.813224466653,43.624386101847584
MA0101202309A0071400,코즈닉스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11230,동대문구,11230545,제기동,1123010300,제기동,1123010300111150006,서울특별시 동대문구 제기동 1115-6,112304115259,서울특별시 동대문구 약령중앙로4길,서울특별시 동대문구 약령중앙로4길 8-1,130864,2570,127.037486543069,37.5797921830266,서울특별시,동대문구,제기동,1115-6,동대문구 제기동,41,174,50,0,청량리,왕십리,성신여대,40.6,45.0,53.3,5318.994947982942,5914.713298684487,2635.2831672486527,47.00518524877827
MA0101202305A0042078,그믐달셀프스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73302,상업용 사진 촬영업,11215,광진구,11215760,중곡3동,1121510100,중곡동,1121510100101930057,서울특별시 광진구 중곡동 193-57,112153005027,서울특별시 광진구 면목로,서울특별시 광진구 면목로 142-1,143901,4908,127.081492480744,37.5660774490265,서울특별시,광진구,중곡동,193-57,광진구 중곡동,40,158,63,0,군자,건대입구,상봉역,32.1,46.7,46.5,9254.847857857156,9403.614576566337,6367.247311534637,42.02508211698272
MA0101202306A0090624,추억저장소,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73303,사진 처리업,11440,마포구,11440555,아현동,1144010200,공덕동,1144010200104230029,서울특별시 마포구 공덕동 423-29,114402113001,서울특별시 마포구 마포대로,서울특별시 마포구 마포대로 100,121861,4213,126.951348108955,37.5445215115783,서울특별시,마포구,공덕동,423-29,마포구 공덕동,51,212,53,0,공덕역,숙명여대,신촌/이대,60.6,43.6,47.5,4181.7522916381895,2726.8385668593273,5942.807104017616,50.38243259066156
MA010120220800537569,포토시그니처,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600100310036,서울특별시 서대문구 창천동 31-36,114103112008,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 24,120834,3776,126.937093972284,37.5577655044565,서울특별시,서대문구,창천동,31-36,서대문구 창천동,73,408,69,0,동교/연남,신촌/이대,공덕역,51.8,47.5,60.6,4097.781820816865,3387.64558774931,6584.537235582512,52.508523075825806
MA010120220808173722,하루필름,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11620,관악구,11620645,서원동,1162010200,신림동,1162010200116400030,서울특별시 관악구 신림동 1640-30,116204160220,서울특별시 관악구 남부순환로176길,서울특별시 관악구 남부순환로176길 11,151930,8776,126.928559473785,37.4834422889381,서울특별시,관악구,신림동,1640-30,관악구 신림동,32,351,117,0,신림역,서울대입구역,독산/시흥,70.9,60.6,31.2,11139.400452293929,9447.56714008832,12091.250186868769,54.73359946159879
MA010120220800009705,스튜디오원,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11110,종로구,11110550,부암동,1111018400,부암동,1111018400101860005,서울특별시 종로구 부암동 186-5,111104100294,서울특별시 종로구 자하문로41길,서울특별시 종로구 자하문로41길 7,110816,3021,126.961968538358,37.5971189316897,서울특별시,종로구,부암동,186-5,종로구 부암동,23,11,0,0,종로,광화문,시청,68.0,83.2,87.6,2719.8622905277593,4287.775874686962,5107.26253943929,78.57879101539974
MA010120220809771941,포토시그니처,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11740,강동구,11740610,천호2동,1174010900,천호동,1174010900102870002,서울특별시 강동구 천호동 287-2,117403124003,서울특별시 강동구 상암로,서울특별시 강동구 상암로 42,134867,5318,127.127868959602,37.5495704553867,서울특별시,강동구,천호동,287-2,강동구 천호동,26,83,45,0,천호,잠실/송파,군자,56.1,34.3,32.1,13606.83635087151,13527.547792419204,10711.72418214018,40.492452865955514
MA010120220804598954,이음스튜디오,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,J59202,녹음시설 운영업,11650,서초구,11650652,양재2동,1165010200,양재동,1165010200103540010,서울특별시 서초구 양재동 354-10,116504163031,서울특별시 서초구 강남대로6길,서울특별시 서초구 강남대로6길 28-9,137898,6788,127.043139150916,37.4670534026507,서울특별시,서초구,양재동,354-10,서초구 양재동,14,54,33,0,남부터미널,강남대로,교대역,39.0,86.3,41.0,13407.431908576087,11929.227917610204,11925.320019847717,55.75853632881704
