상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,시,구,동,그외주소,구_동
MA010120220805448993,7세븐PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11590,동작구,11590550,상도3동,1159010200,상도동,1159010200103150022,1,대지,315,22.0,서울특별시 동작구 상도동 315-22,115904157458,서울특별시 동작구 성대로2길,7.0,,1159010200103150022025933,,서울특별시 동작구 성대로2길 7,156033,7042,,1,,126.931690754163,37.4993741619147,서울특별시,동작구,상도동,315-22,동작구 상도동
MA010120220805957161,라운지플스방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103630011,1,대지,363,11.0,서울특별시 마포구 서교동 363-11,114403113020,서울특별시 마포구 잔다리로,12.0,,1144012000103630011020649,홍석빌딩,서울특별시 마포구 잔다리로 12,121837,4041,,5,,126.921833739442,37.5509234026336,서울특별시,마포구,서교동,363-11,마포구 서교동
MA010120220806450914,애니락,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11350,노원구,11350665,상계3.4동,1135010500,상계동,1135010500100950199,1,대지,95,199.0,서울특별시 노원구 상계동 95-199,113503000004,서울특별시 노원구 덕릉로,740.0,,1135010500100950199006550,정진빌딩,서울특별시 노원구 덕릉로 740,139810,1648,,2,,127.07638106387,37.663656353033,서울특별시,노원구,상계동,95-199,노원구 상계동
MA010120220806510902,철려오락실,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11545,금천구,11545640,독산4동,1154510200,독산동,1154510200101790029,1,대지,179,29.0,서울특별시 금천구 독산동 179-29,115453117004,서울특별시 금천구 독산로,278.0,3.0,1154510200101790029007786,,서울특별시 금천구 독산로 278-3,153808,8555,,2,,126.903485007772,37.4715346347089,서울특별시,금천구,독산동,179-29,금천구 독산동
MA010120220806537645,풀타임피씨방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11680,강남구,11680600,대치1동,1168010600,대치동,1168010600105070001,1,대지,507,1.0,서울특별시 강남구 대치동 507-1,116802000003,서울특별시 강남구 남부순환로,2942.0,,1168010600105070001014390,풍림프라자,서울특별시 강남구 남부순환로 2942,135836,6291,,1,,127.062307522541,37.493635161919,서울특별시,강남구,대치동,507-1,강남구 대치동
MA010120220806529725,게임배틀PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,S95110,컴퓨터 및 주변 기기 수리업,11,서울특별시,11620,관악구,11620725,조원동,1162010200,신림동,1162010200105220002,1,대지,522,2.0,서울특별시 관악구 신림동 522-2,116203120003,서울특별시 관악구 난곡로,341.0,,1162010200105220002007590,창근빌딩,서울특별시 관악구 난곡로 341,151874,8767,,2,,126.913744289799,37.4844333136476,서울특별시,관악구,신림동,522-2,관악구 신림동
MA010120220806550199,런PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11350,노원구,11350600,공릉2동,1135010300,공릉동,1135010300102210002,1,대지,221,2.0,서울특별시 노원구 공릉동 221-2,113503005050,서울특별시 노원구 공릉로,172.0,,1135010300102210002015435,반야빌딩,서울특별시 노원구 공릉로 172,139800,1818,,3,,127.080005658922,37.6252644702563,서울특별시,노원구,공릉동,221-2,노원구 공릉동
MA010120220806717665,제나두PC강서,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11500,강서구,11500510,염창동,1150010100,염창동,1150010100102400021,1,대지,240,21.0,서울특별시 강서구 염창동 240-21,115003115008,서울특별시 강서구 양천로,583.0,,1150010100102400021028397,우림블루나인비즈니스센터,서울특별시 강서구 양천로 583,157779,7547,,,,126.86432805766,37.5571060005552,서울특별시,강서구,염창동,240-21,강서구 염창동
MA010120220806779746,쓰리팝PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11230,동대문구,11230730,휘경2동,1123010900,휘경동,1123010900102690026,1,대지,269,26.0,서울특별시 동대문구 휘경동 269-26,112303005032,서울특별시 동대문구 망우로,74.0,,1123010900102690026008007,,서울특별시 동대문구 망우로 74,130092,2496,,1,,127.061342797138,37.58958942943,서울특별시,동대문구,휘경동,269-26,동대문구 휘경동
MA010120220806787777,히든PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11305,강북구,11305645,우이동,1130510300,수유동,1130510300103190012,1,대지,319,12.0,서울특별시 강북구 수유동 319-12,113054124183,서울특별시 강북구 삼양로123길,6.0,12.0,1130510300103190012005544,,서울특별시 강북구 삼양로123길 6-12,142893,1029,,1,,127.015314952314,37.6453670117091,서울특별시,강북구,수유동,319-12,강북구 수유동
MA010120220806898516,라인업PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11440,마포구,11440655,서강동,1144011800,당인동,1144011800100120001,1,대지,12,1.0,서울특별시 마포구 당인동 12-1,114403113015,서울특별시 마포구 어울마당로,26.0,,1144011800100120001009646,,서울특별시 마포구 어울마당로 26,121180,4074,,1,,126.919914085119,37.5474909173663,서울특별시,마포구,당인동,12-1,마포구 당인동
MA010120220806895039,우리PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11545,금천구,11545690,시흥3동,1154510300,시흥동,1154510300109410001,1,대지,941,1.0,서울특별시 금천구 시흥동 941-1,115454151293,서울특별시 금천구 시흥대로28길,15.0,,1154510300109410001003680,,서울특별시 금천구 시흥대로28길 15,153861,8651,,2,,126.904610369007,37.4424410891513,서울특별시,금천구,시흥동,941-1,금천구 시흥동
MA010120220806912533,코아PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1121510500102160009,1,대지,216,9.0,서울특별시 광진구 자양동 216-9,112153000002,서울특별시 광진구 아차산로,380.0,,1121510500102160009011115,,서울특별시 광진구 아차산로 380,143851,5051,,,,127.084988295787,37.5366131933012,서울특별시,광진구,자양동,216-9,광진구 자양동
MA010120220807271293,하이파이브,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11380,은평구,11380520,불광1동,1138010300,불광동,1138010300102390009,1,대지,239,9.0,서울특별시 은평구 불광동 239-9,113803111004,서울특별시 은평구 불광로,121.0,,1138010300102390009040312,,서울특별시 은평구 불광로 121,122856,3353,,지,,126.932866946226,37.6176191659277,서울특별시,은평구,불광동,239-9,은평구 불광동
MA010120220807386031,육의전PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11110,종로구,11110615,종로1.2.3.4가동,1111013800,종로2가,1111013800100400000,1,대지,40,,서울특별시 종로구 종로2가 40,111103005006,서울특별시 종로구 수표로,105.0,,1111013800100400000000001,육의전빌딩,서울특별시 종로구 수표로 105,110122,3140,,2,,126.989188052453,37.5706123379791,서울특별시,종로구,종로2가,40,종로구 종로2가
MA010120220807565649,3POPPC방쓰리팝,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11290,성북구,11290640,정릉3동,1129013300,정릉동,1129013300103730004,1,대지,373,4.0,서울특별시 성북구 정릉동 373-4,112904121381,서울특별시 성북구 솔샘로4길,46.0,,1129013300103730004030528,성신프라자,서울특별시 성북구 솔샘로4길 46,136850,2710,,2,,127.007317786177,37.6085197607031,서울특별시,성북구,정릉동,373-4,성북구 정릉동
MA010120220807770590,라스베가스PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11320,도봉구,11320514,창4동,1132010700,창동,1132010700100060000,1,대지,6,,서울특별시 도봉구 창동 6,113204127200,서울특별시 도봉구 마들로11가길,15.0,,1132010700100060000014370,,서울특별시 도봉구 마들로11가길 15,132898,1414,,,,127.049239589184,37.6526463301443,서울특별시,도봉구,창동,6,도봉구 창동
MA010120220807983158,피에스타PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1121510500106000000,1,대지,600,,서울특별시 광진구 자양동 600,112153104011,서울특별시 광진구 자양번영로,20.0,,1121510500106000000012462,자양빌딩,서울특별시 광진구 자양번영로 20,143865,5098,,2,,127.075344462893,37.531384051702,서울특별시,광진구,자양동,600,광진구 자양동
MA010120220808196952,아이센스리그PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11110,종로구,11110615,종로1.2.3.4가동,1111013500,관철동,1111013500100120018,1,대지,12,18.0,서울특별시 종로구 관철동 12-18,111104100140,서울특별시 종로구 삼일대로17길,19.0,,1111013500100120018014857,원산빌딩,서울특별시 종로구 삼일대로17길 19,110111,3190,,2,,126.986311173354,37.5690558990722,서울특별시,종로구,관철동,12-18,종로구 관철동
MA010120220808234710,비원PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11740,강동구,11740600,천호1동,1174010900,천호동,1174010900100340009,1,대지,34,9.0,서울특별시 강동구 천호동 34-9,117402000006,서울특별시 강동구 양재대로,1579.0,,1174010900100340009012961,한영빌딩,서울특별시 강동구 양재대로 1579,134861,5307,,1,,127.142819515839,37.5465532736176,서울특별시,강동구,천호동,34-9,강동구 천호동
MA010120220808504794,쓰리팝PCCAFE,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11470,양천구,11470650,신정4동,1147010100,신정동,1147010100109520001,1,대지,952,1.0,서울특별시 양천구 신정동 952-1,114703114014,서울특별시 양천구 오목로,172.0,,1147010100109520001002471,뉴타운아파트,서울특별시 양천구 오목로 172,158859,8020,,1,,126.856569029961,37.5249091815877,서울특별시,양천구,신정동,952-1,양천구 신정동
MA010120220808501825,엑사유니버스,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11680,강남구,11680590,삼성2동,1168010500,삼성동,1168010500101440019,1,대지,144,19.0,서울특별시 강남구 삼성동 144-19,116804166758,서울특별시 강남구 테헤란로79길,6.0,,1168010500101440019016924,제이에스타워,서울특별시 강남구 테헤란로79길 6,135877,6158,,5,,127.055531685411,37.5072592267554,서울특별시,강남구,삼성동,144-19,강남구 삼성동
MA010120220808545721,은행피씨,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11545,금천구,11545670,시흥1동,1154510300,시흥동,1154510300108960017,1,대지,896,17.0,서울특별시 금천구 시흥동 896-17,115453117004,서울특별시 금천구 독산로,47.0,,1154510300108960017005625,,서울특별시 금천구 독산로 47,153858,8630,,1,,126.905766875843,37.4514893707791,서울특별시,금천구,시흥동,896-17,금천구 시흥동
MA010120220808616244,쇼PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11590,동작구,11590620,사당1동,1159010700,사당동,1159010700110450008,1,대지,1045,8.0,서울특별시 동작구 사당동 1045-8,115902000003,서울특별시 동작구 남부순환로,2061.0,,1159010700110450010011737,,서울특별시 동작구 남부순환로 2061,156827,7024,,1,,126.977789174986,37.4768772982377,서울특별시,동작구,사당동,1045-8,동작구 사당동
MA010120220809297821,초콜릿PCzone,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11350,노원구,11350624,중계4동,1135010600,중계동,1135010600101540017,1,대지,154,17.0,서울특별시 노원구 중계동 154-17,113504130155,서울특별시 노원구 덕릉로83길,20.0,5.0,1135010600101540017010281,,서울특별시 노원구 덕릉로83길 20-5,139856,1662,,,,127.074257353603,37.6603419207893,서울특별시,노원구,중계동,154-17,노원구 중계동
MA010120220809403944,이스테이션PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11470,양천구,11470530,목3동,1147010200,목동,1147010200107180012,1,대지,718,12.0,서울특별시 양천구 목동 718-12,114704142179,서울특별시 양천구 목동중앙본로7길,42.0,,1147010200107180012018776,,서울특별시 양천구 목동중앙본로7길 42,158813,7955,,,,126.866291227341,37.5395817062521,서울특별시,양천구,목동,718-12,양천구 목동
MA010120220809460235,NICPC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11470,양천구,11470540,목4동,1147010200,목동,1147010200108070001,1,대지,807,1.0,서울특별시 양천구 목동 807-1,114703005064,서울특별시 양천구 등촌로,10.0,,1147010200108070001017295,,서울특별시 양천구 등촌로 10,158819,7966,,4,,126.864217731393,37.5308127078475,서울특별시,양천구,목동,807-1,양천구 목동
MA010120220809677513,제로100PC은평,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11380,은평구,11380580,응암1동,1138010700,응암동,1138010700100810003,1,대지,81,3.0,서울특별시 은평구 응암동 81-3,113803111007,서울특별시 은평구 은평로,192.0,,1138010700100810003024540,,서울특별시 은평구 은평로 192,122906,3471,,1,,126.928945283269,37.6012028838549,서울특별시,은평구,응암동,81-3,은평구 응암동
MA010120220810082047,판도라PC카페,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11590,동작구,11590640,사당3동,1159010700,사당동,1159010700101410032,1,대지,141,32.0,서울특별시 동작구 사당동 141-32,115904157283,서울특별시 동작구 사당로29가길,41.0,,1159010700101410032007978,,서울특별시 동작구 사당로29가길 41,156093,7007,,2,,126.979710899853,37.4868775886405,서울특별시,동작구,사당동,141-32,동작구 사당동
MA010120220810033609,포유피시방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11590,동작구,11590630,사당2동,1159010700,사당동,1159010700100860001,1,대지,86,1.0,서울특별시 동작구 사당동 86-1,115902005009,서울특별시 동작구 동작대로,141.0,,1159010700100860001013280,,서울특별시 동작구 동작대로 141,156815,6997,,지,,126.982042237462,37.4892314276704,서울특별시,동작구,사당동,86-1,동작구 사당동
MA010120220809985472,크림PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11680,강남구,11680690,개포4동,1168010300,개포동,1168010300112280002,1,대지,1228,2.0,서울특별시 강남구 개포동 1228-2,116803121022,서울특별시 강남구 논현로,60.0,,1168010300102280002020812,영광빌딩,서울특별시 강남구 논현로 60,135963,6312,,지,,127.047088327027,37.4756544011407,서울특별시,강남구,개포동,1228-2,강남구 개포동
MA010120220809991976,맥스피드PC방태릉역점,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11350,노원구,11350595,공릉1동,1135010300,공릉동,1135010300106330015,1,대지,633,15.0,서울특별시 노원구 공릉동 633-15,113503005050,서울특별시 노원구 공릉로,101.0,,1135010300106330015016593,경동상가,서울특별시 노원구 공릉로 101,139808,1849,,2,,127.077814065048,37.61926445672,서울특별시,노원구,공릉동,633-15,노원구 공릉동
MA010120220810131909,아이센스리그PC방금천,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11545,금천구,11545670,시흥1동,1154510300,시흥동,1154510300108890019,1,대지,889,19.0,서울특별시 금천구 시흥동 889-19,115452005010,서울특별시 금천구 시흥대로,208.0,,1154510300108890019006205,,서울특별시 금천구 시흥대로 208,153858,8628,,1,,126.901774174053,37.4524705239339,서울특별시,금천구,시흥동,889-19,금천구 시흥동
MA010120220810200169,긱스타피시카페,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11140,중구,11140570,필동,1114013200,충무로4가,1114013200101250011,1,대지,125,11.0,서울특별시 중구 충무로4가 125-11,111403101011,서울특별시 중구 퇴계로,216.0,,1114013200101250011018628,행복빌딩,서울특별시 중구 퇴계로 216,100863,4625,,1,,126.995799221396,37.5613249470753,서울특별시,중구,충무로4가,125-11,중구 충무로4가
MA010120220810301158,헌터PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11710,송파구,11710570,오금동,1171011200,오금동,1171011200101310007,1,대지,131,7.0,서울특별시 송파구 오금동 131-7,117104169092,서울특별시 송파구 마천로26길,3.0,,1171011200101310007014668,,서울특별시 송파구 마천로26길 3,138859,5739,,2,,127.139341827503,37.5025382984205,서울특별시,송파구,오금동,131-7,송파구 오금동
MA010120220810257543,윈앤플러스,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,M71531,경영 컨설팅업,11,서울특별시,11470,양천구,11470540,목4동,1147010200,목동,1147010200107920004,1,대지,792,4.0,서울특별시 양천구 목동 792-4,114703005064,서울특별시 양천구 등촌로,32.0,,1147010200107920004017591,목동태영프라자,서울특별시 양천구 등촌로 32,158819,7965,,6,,126.864129607246,37.5328932575987,서울특별시,양천구,목동,792-4,양천구 목동
MA010120220810436471,니코PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11320,도봉구,11320512,창2동,1132010700,창동,1132010700106280020,1,대지,628,20.0,서울특별시 도봉구 창동 628-20,113204127093,서울특별시 도봉구 도봉로104길,53.0,,1132010700106280020016689,,서울특별시 도봉구 도봉로104길 53,132920,1460,,2,,127.035012916657,37.6433312594191,서울특별시,도봉구,창동,628-20,도봉구 창동
MA010120220810411946,와피씨방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11740,강동구,11740700,둔촌2동,1174010600,둔촌동,1174010600104520001,1,대지,452,1.0,서울특별시 강동구 둔촌동 452-1,117403124008,서울특별시 강동구 진황도로,156.0,,1174010600104520003000544,,서울특별시 강동구 진황도로 156,134822,5364,,2,,127.141446292212,37.5320903514227,서울특별시,강동구,둔촌동,452-1,강동구 둔촌동
MA010120220810555568,포텐PC마곡나루,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11500,강서구,11500603,가양1동,1150010500,마곡동,1150010500107590003,1,대지,759,3.0,서울특별시 강서구 마곡동 759-3,115003155045,서울특별시 강서구 마곡중앙로,161.0,17.0,1150010500107590003000001,보타닉파크타워Ⅰ,서울특별시 강서구 마곡중앙로 161-17,157805,7788,,1,,126.825957727898,37.5680656306867,서울특별시,강서구,마곡동,759-3,강서구 마곡동
MA010120220811472868,라이또PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11230,동대문구,11230610,답십리2동,1123010500,답십리동,1123010500100970002,1,대지,97,2.0,서울특별시 동대문구 답십리동 97-2,112303105013,서울특별시 동대문구 전농로,116.0,,1123010500100970002022020,,서울특별시 동대문구 전농로 116,130883,2531,,2,,127.05780995916,37.5752166509501,서울특별시,동대문구,답십리동,97-2,동대문구 답십리동
MA010120220811682217,매직엔PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11680,강남구,11680690,개포4동,1168010300,개포동,1168010300112580001,1,대지,1258,1.0,서울특별시 강남구 개포동 1258-1,116803122001,서울특별시 강남구 개포로,223.0,,1168010300102580001020453,우덕빌딩,서울특별시 강남구 개포로 223,135965,6306,,1,,127.047238872907,37.4789354722536,서울특별시,강남구,개포동,1258-1,강남구 개포동
MA010120220811758519,아레나블랙PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11545,금천구,11545610,독산1동,1154510200,독산동,1154510200102920008,1,대지,292,8.0,서울특별시 금천구 독산동 292-8,115452005010,서울특별시 금천구 시흥대로,371.0,,1154510200102920008017825,,서울특별시 금천구 시흥대로 371,153813,8585,,2,,126.897293213114,37.4666834269126,서울특별시,금천구,독산동,292-8,금천구 독산동
MA010120220811799302,톰피씨방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11710,송파구,11710570,오금동,1171011200,오금동,1171011200100720008,1,대지,72,8.0,서울특별시 송파구 오금동 72-8,117103123004,서울특별시 송파구 마천로,140.0,,1171011200100720008014364,,서울특별시 송파구 마천로 140,138857,5728,,지,,127.134942545962,37.5044704782728,서울특별시,송파구,오금동,72-8,송파구 오금동
MA010120220811730865,레이지클라우드,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11230,동대문구,11230740,이문1동,1123011000,이문동,1123011000102880026,1,대지,288,26.0,서울특별시 동대문구 이문동 288-26,112303105021,서울특별시 동대문구 휘경로,5.0,1.0,1123011000102880026005886,,서울특별시 동대문구 휘경로 5-1,130830,2419,,7,,127.060929213357,37.5963709954042,서울특별시,동대문구,이문동,288-26,동대문구 이문동
MA010120220811912225,3POPPC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11230,동대문구,11230720,휘경1동,1123010900,휘경동,1123010900103300000,1,대지,330,,서울특별시 동대문구 휘경동 330,112303105010,서울특별시 동대문구 이문로,22.0,,1123010900103310000041136,,서울특별시 동대문구 이문로 22,130876,2446,,1,,127.05560231243,37.589561659303,서울특별시,동대문구,휘경동,330,동대문구 휘경동
MA010120220811980646,엔탑PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11230,동대문구,11230660,장안2동,1123010600,장안동,1123010600103680004,1,대지,368,4.0,서울특별시 동대문구 장안동 368-4,112303105012,서울특별시 동대문구 장한로,130.0,,1123010600103680004016436,,서울특별시 동대문구 장한로 130,130840,2637,,B1,,127.071822168428,37.5718225841748,서울특별시,동대문구,장안동,368-4,동대문구 장안동
MA010120220812060509,오케이피씨,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1121510500106340021,1,대지,634,21.0,서울특별시 광진구 자양동 634-21,112154112416,서울특별시 광진구 자양로13길,87.0,,1121510500106340021013242,,서울특별시 광진구 자양로13길 87,143867,5061,,1,,127.080495824261,37.5329560642043,서울특별시,광진구,자양동,634-21,광진구 자양동
MA010120220811982749,단골PCCafe,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11680,강남구,11680545,압구정동,1168010700,신사동,1168010700106100014,1,대지,610,14.0,서울특별시 강남구 신사동 610-14,116803121022,서울특별시 강남구 논현로,868.0,,1168010700106100005010024,구정빌딩,서울특별시 강남구 논현로 868,135894,6022,,1,,127.028866148373,37.526073235071,서울특별시,강남구,신사동,610-14,강남구 신사동
MA010120220812097942,스톤PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11320,도봉구,11320680,쌍문3동,1132010500,쌍문동,1132010500103880033,1,대지,388,33.0,서울특별시 도봉구 쌍문동 388-33,113203109008,서울특별시 도봉구 우이천로,304.0,,1132010500101030147004811,쌍문한양아파트,서울특별시 도봉구 우이천로 304,132741,1449,,3,,127.029788860535,37.6450994901535,서울특별시,도봉구,쌍문동,388-33,도봉구 쌍문동
MA010120220812112261,쌤컴퍼니,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11650,서초구,11650530,서초3동,1165010800,서초동,1165010800115950002,1,대지,1595,2.0,서울특별시 서초구 서초동 1595-2,116504163228,서울특별시 서초구 반포대로18길,56.0,,1165010800115950002020757,센츄리2차오피스텔,서울특별시 서초구 반포대로18길 56,137876,6651,,5,,127.013381786407,37.4871095122772,서울특별시,서초구,서초동,1595-2,서초구 서초동
MA010120220812080983,복PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11710,송파구,11710562,방이2동,1171011100,방이동,1171011100101090000,1,대지,109,,서울특별시 송파구 방이동 109,117104169376,서울특별시 송파구 오금로15길,2.0,,1171011100101090000016437,욱일빌딩,서울특별시 송파구 오금로15길 2,138830,5549,,2,,127.109190140517,37.5119831376546,서울특별시,송파구,방이동,109,송파구 방이동
MA010120220812320165,긱스타PC카페,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11140,중구,11140590,광희동,1114014800,을지로6가,1114014800100180095,1,대지,18,95.0,서울특별시 중구 을지로6가 18-95,111404103267,서울특별시 중구 장충단로13길,7.0,,1114014800100180095013901,,서울특별시 중구 장충단로13길 7,100851,4564,,,,127.008164914255,37.5677367860088,서울특별시,중구,을지로6가,18-95,중구 을지로6가
MA010120220812266177,에이플PCCAFE,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11410,서대문구,11410700,남가좌2동,1141012000,남가좌동,1141012000103220018,1,대지,322,18.0,서울특별시 서대문구 남가좌동 322-18,114104136071,서울특별시 서대문구 명지대1길,2.0,,1141012000103220018004548,,서울특별시 서대문구 명지대1길 2,120806,3673,,지,,126.92467918336,37.5812962949946,서울특별시,서대문구,남가좌동,322-18,서대문구 남가좌동
MA010120220812586401,앤유NUPC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11740,강동구,11740685,길동,1174010500,길동,1174010500104120011,1,대지,412,11.0,서울특별시 강동구 길동 412-11,117402000006,서울특별시 강동구 양재대로,1459.0,,1174010500104120016003110,대진빌딩,서울특별시 강동구 양재대로 1459,134814,5353,,2,,127.139057466223,37.5361547492862,서울특별시,강동구,길동,412-11,강동구 길동
MA010120220812547169,피시랜드,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11530,구로구,11530595,가리봉동,1153010300,가리봉동,1153010300101310020,1,대지,131,20.0,서울특별시 구로구 가리봉동 131-20,115303000026,서울특별시 구로구 디지털로,219.0,,1153010300101310020015560,,서울특별시 구로구 디지털로 219,152801,8388,,2,,126.890222867734,37.4800248365007,서울특별시,구로구,가리봉동,131-20,구로구 가리봉동
